id,name,type,description
intrastat_category_2014_72169900,72169900,good,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further worked, or hot-forged, or hot-formed by other means and further worked, n.e.s. (excl. from flat-rolled products)"
intrastat_category_2014_72171010,72171010,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, not plated or coated, whether or not polished, with a maximum cross-sectional dimension of < 0,8 mm"
intrastat_category_2014_72171031,72171031,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, with indentations, ribs, grooves or other deformations produced during the rolling process, not plated or coated, with a maximum cross-sectional dimension of >= 0,8 mm"
intrastat_category_2014_72171039,72171039,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, not plated or coated, with a maximum cross-sectional dimension of >= 0,8 mm (without indentations, ribs, grooves or other deformations produced during the rolling process)"
intrastat_category_2014_72171050,72171050,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, not plated or coated, whether or not polished (excl. hot-rolled bars and rods)"
intrastat_category_2014_72171090,72171090,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, not plated or coated, whether or not polished (excl. hot-rolled bars and rods)"
intrastat_category_2014_72172010,72172010,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated with zinc, with a maximum cross-sectional dimension of < 0,8 mm"
intrastat_category_2014_72172030,72172030,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated with zinc, with a maximum cross-sectional dimension of < 0,8 mm (excl. bars and rods)"
intrastat_category_2014_72172050,72172050,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, plated or coated with zinc (excl. bars and rods)"
intrastat_category_2014_72172090,72172090,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, plated or coated with zinc (excl. bars and rods)"
intrastat_category_2014_72173041,72173041,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, copper-coated (excl. bars and rods)"
intrastat_category_2014_72173049,72173049,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated with base metals (excl. products plated or coated with zinc or copper and bars and rods)"
intrastat_category_2014_72173050,72173050,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, plated or coated with base metals (excl. products plated or coated with zinc, and bars and rods)"
intrastat_category_2014_72173090,72173090,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, plated or coated with base metals (excl. products plated or coated with zinc, and bars and rods)"
intrastat_category_2014_72179020,72179020,good,"Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated (excl. products plated or coated with base metals and bars and rods)"
intrastat_category_2014_72179050,72179050,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, plated or coated (excl. products plated or coated with with base metals, and bars and rods)"
intrastat_category_2014_72179090,72179090,good,"Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, plated or coated (excl. products plated or coated with base metals, and bars and rods)"
intrastat_category_2014_72181000,72181000,good,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)"
intrastat_category_2014_72189110,72189110,good,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section, containing by weight >= 2,5% nickel"
intrastat_category_2014_72189180,72189180,good,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section, containing by weight < 2,5 nickel"
intrastat_category_2014_72189911,72189911,good,"Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting"
intrastat_category_2014_72189919,72189919,good,"Semi-finished products of stainless steel, of square cross-section, forged"
intrastat_category_2014_72189920,72189920,good,"Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting"
intrastat_category_2014_72189980,72189980,good,"Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)"
intrastat_category_2014_72191100,72191100,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm"
intrastat_category_2014_72191210,72191210,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight >= 2,5 nickel"
intrastat_category_2014_72191290,72191290,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight < 2,5 nickel"
intrastat_category_2014_72191310,72191310,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm but <= 4,75 mm, containing by weight >= 2,5 nickel"
intrastat_category_2014_72191390,72191390,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm but <= 4,75 mm, containing by weight < 2,5 nickel"
intrastat_category_2014_72191410,72191410,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm, containing by weight >= 2,5 nickel"
intrastat_category_2014_72191490,72191490,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm, containing by weight < 2,5 nickel"
intrastat_category_2014_72192110,72192110,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm, containing by weight >= 2,5 nickel"
intrastat_category_2014_72192190,72192190,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm, containing by weight < 2,5 nickel"
intrastat_category_2014_72192210,72192210,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight >= 2,5% nickel"
intrastat_category_2014_72192290,72192290,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight < 2,5% nickel"
intrastat_category_2014_72192300,72192300,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm"
intrastat_category_2014_72192400,72192400,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm"
intrastat_category_2014_72193100,72193100,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm"
intrastat_category_2014_72193210,72193210,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but <= 4,75 mm, containing by weight >= 2,5% nickel"
intrastat_category_2014_72193290,72193290,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but <= 4,75 mm, containing by weight < 2,5% nickel"
intrastat_category_2014_72193310,72193310,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm, containing by weight >= 2,5% nickel"
intrastat_category_2014_72193390,72193390,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm, containing by weight < 2,5% nickel"
intrastat_category_2014_72193410,72193410,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm, containing by weight >= 2,5% nickel"
intrastat_category_2014_72193490,72193490,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm, containing by weight < 2,5% nickel"
intrastat_category_2014_72193510,72193510,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm, containing by weight >= 2,5% nickel"
intrastat_category_2014_72193590,72193590,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm, containing by weight < 2,5% nickel"
intrastat_category_2014_72199020,72199020,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, perforated"
intrastat_category_2014_72199080,72199080,good,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, non-perforated"
intrastat_category_2014_72201100,72201100,good,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm"
intrastat_category_2014_72201200,72201200,good,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm"
intrastat_category_2014_72202021,72202021,good,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm and containing by weight >= 2,5% nickel"
intrastat_category_2014_72202029,72202029,good,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm and containing by weight < 2,5% nickel"
intrastat_category_2014_72202041,72202041,good,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 0,35 mm but < 3 mm, and containing by weight >= 2,5% nickel"
