"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_61159500","61159500","Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of cotton, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
"l10n_be_intrastat.intrastat_category_2014_61159610","61159610","Knee-length stockings of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, women's full-length stockings measuring per single yarn < 67 decitex, and hosiery for babies)"
"l10n_be_intrastat.intrastat_category_2014_61159691","61159691","Women's stockings of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length stockings measuring per single yarn < 67 decitex and knee-length stockings)"
"l10n_be_intrastat.intrastat_category_2014_61159699","61159699","Full-length stockings, socks and other hosiery, incl. footwear without applied soles, of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, women's pantyhose and tights, full-length or knee-length stockings, and hosiery for babies)"
"l10n_be_intrastat.intrastat_category_2014_61159900","61159900","Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
"l10n_be_intrastat.intrastat_category_2014_61161020","61161020","Gloves, impregnated, coated or covered with rubber, knitted or crocheted"
"l10n_be_intrastat.intrastat_category_2014_61161080","61161080","Mittens and mitts, impregnated, coated or covered with plastics or rubber, knitted or crocheted, and gloves, impregnated, coated or covered with plastics, knitted or crocheted"
"l10n_be_intrastat.intrastat_category_2014_61169100","61169100","Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. for babies)"
"l10n_be_intrastat.intrastat_category_2014_61169200","61169200","Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated or covered with plastics or rubber, and for babies)"
"l10n_be_intrastat.intrastat_category_2014_61169300","61169300","Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated or covered with plastics or rubber, and for babies)"
"l10n_be_intrastat.intrastat_category_2014_61169900","61169900","Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, impregnated, coated or covered with plastics or rubber, and for babies)"
"l10n_be_intrastat.intrastat_category_2014_61171000","61171000","Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted"
"l10n_be_intrastat.intrastat_category_2014_61178010","61178010","Made-up clothing accessories, knitted or crocheted, elasticated or rubberised, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_61178080","61178080","Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. (excl. elasticated or rubberised, shawls, scarves, mufflers, mantillas, veils and the like)"
"l10n_be_intrastat.intrastat_category_2014_61179000","61179000","Parts of garments or clothing accessories, knitted or crocheted, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_62011100","62011100","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool or fine animal hair (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62011210","62011210","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of <= 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62011290","62011290","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of > 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62011310","62011310","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of <= 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62011390","62011390","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of > 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62011900","62011900","Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile materials (excl. of wool or fine animal hair, cotton or man-made fibres, knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62019100","62019100","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
"l10n_be_intrastat.intrastat_category_2014_62019200","62019200","Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)"
"l10n_be_intrastat.intrastat_category_2014_62019300","62019300","Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)"
"l10n_be_intrastat.intrastat_category_2014_62019900","62019900","Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
"l10n_be_intrastat.intrastat_category_2014_62021100","62021100","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool or fine animal hair (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62021210","62021210","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of <= 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62021290","62021290","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of > 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62021310","62021310","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of <= 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62021390","62021390","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of > 1 kg (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62021900","62021900","Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile materials (excl. of wool or fine animal hair, cotton or man-made fibres, knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62029100","62029100","Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
"l10n_be_intrastat.intrastat_category_2014_62029200","62029200","Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)"
"l10n_be_intrastat.intrastat_category_2014_62029300","62029300","Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)"
"l10n_be_intrastat.intrastat_category_2014_62029900","62029900","Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
"l10n_be_intrastat.intrastat_category_2014_62031100","62031100","Men's or boys' suits of wool or fine animal hair (excl. knitted or crocheted, tracksuits, ski suits and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62031200","62031200","Men's or boys' suits of synthetic fibres (excl. knitted or crocheted, tracksuits, ski suits and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62031910","62031910","Men's or boys' suits of cotton (excl. knitted or crocheted, tracksuits, ski suits and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62031930","62031930","Men's or boys' suits of artificial fibres (excl. knitted or crocheted, tracksuits, ski suits and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62031990","62031990","Men's or boys' suits of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, knitted or crocheted, tracksuits, ski suits and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62032210","62032210","Men's or boys' industrial and occupational ensembles of cotton (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62032280","62032280","Men's or boys' ensembles, of cotton (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62032310","62032310","Men's or boys' industrial and occupational ensembles of synthetic fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62032380","62032380","Men's or boys' ensembles, of synthetic fibres (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62032911","62032911","Men's or boys' industrial and occupational ensembles of artificial fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62032918","62032918","Men's or boys' ensembles, of artificial fibres (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62032930","62032930","Men's or boys' ensembles of wool or fine animal hair (excl. knitted or crocheted, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62032990","62032990","Men's or boys' ensembles of textile materials (excl. of wool, fine animal hair, cotton, man-made fibres, knitted or crocheted, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62033100","62033100","Men's or boys' jackets and blazers of wool or fine animal hair (excl. knitted or crocheted, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033210","62033210","Men's or boys' jackets and blazers of cotton, industrial and occupational (excl. knitted or crocheted, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033290","62033290","Men's or boys' jackets and blazers of cotton (excl. knitted or crocheted, industrial and occupational, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033310","62033310","Men's or boys' jackets and blazers of synthetic fibres, industrial and occupational (excl. knitted or crocheted, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033390","62033390","Men's or boys' jackets and blazers of synthetic fibres (excl. knitted or crocheted, industrial and occupational, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033911","62033911","Men's or boys' jackets and blazers of artificial fibres, industrial and occupational (excl. knitted or crocheted, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033919","62033919","Men's or boys' jackets and blazers of artificial fibres (excl. knitted or crocheted, industrial and occupational, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62033990","62033990","Men's or boys' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, and wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62034110","62034110","Men's or boys' trousers and breeches of wool or fine animal hair (excl. knitted or crocheted, bib and brace overalls and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034130","62034130","Men's or boys' bib and brace overalls of wool or fine animal hair (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62034190","62034190","Men's or boys' shorts of wool or fine animal hair (excl. knitted or crocheted, underpants and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62034211","62034211","Men's or boys' industrial and occupational trousers and breeches of cotton (excl. knitted or crocheted and bib and brace overalls)"
"l10n_be_intrastat.intrastat_category_2014_62034231","62034231","Men's or boys' trousers and breeches of cotton denim (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034233","62034233","Men's or boys' trousers and breeches of cotton cut corduroy (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034235","62034235","Men's or boys' trousers and breeches of cotton (excl. denim, cut corduroy, knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034251","62034251","Men's or boys' bib and brace overalls, of cotton, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62034259","62034259","Men's or boys' bib and brace overalls, of cotton (excl. knitted or crocheted, industrial and occupational)"
"l10n_be_intrastat.intrastat_category_2014_62034290","62034290","Men's or boys' shorts of cotton (excl. knitted or crocheted, swimwear and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034311","62034311","Men's or boys' trousers and breeches of synthetic fibres, industrial and occupational (excl. knitted or crocheted and bib and brace overalls)"
"l10n_be_intrastat.intrastat_category_2014_62034319","62034319","Men's or boys' trousers and breeches of synthetic fibres (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034331","62034331","Men's or boys' bib and brace overalls of synthetic fibres, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62034339","62034339","Men's or boys' bib and brace overalls of synthetic fibres (excl. knitted or crocheted, and industrial and occupational)"
"l10n_be_intrastat.intrastat_category_2014_62034390","62034390","Men's or boys' shorts of synthetic fibres (excl. knitted or crocheted, underpants and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62034911","62034911","Men's or boys' trousers and breeches of artificial fibres, industrial and occupational (excl. knitted or crocheted and bib and brace overalls)"
"l10n_be_intrastat.intrastat_category_2014_62034919","62034919","Men's or boys' trousers and breeches of artificial fibres (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62034931","62034931","Men's or boys' bib and brace overalls of artificial fibres, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62034939","62034939","Men's or boys' bib and brace overalls of artificial fibres (excl. knitted or crocheted, industrial and occupational)"
"l10n_be_intrastat.intrastat_category_2014_62034950","62034950","Men's or boys' shorts of artificial fibres (excl. knitted or crocheted, underpants and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62034990","62034990","Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, underpants and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62041100","62041100","Women's or girls' suits of wool or fine animal hair (excl. knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62041200","62041200","Women's or girls' suits of cotton (excl. knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62041300","62041300","Women's or girls' suits of synthetic fibres (excl. knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62041910","62041910","Women's or girls' suits of artificial fibres (excl. knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62041990","62041990","Women's or girls' suits of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62042100","62042100","Women's or girls' ensembles of wool or fine animal hair (excl. knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62042210","62042210","Women's or girls' ensembles of cotton, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62042280","62042280","Women's or girls' ensembles, of cotton (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62042310","62042310","Women's or girls' ensembles of synthetic fibres, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62042380","62042380","Women's or girls' ensembles, of synthetic fibres (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62042911","62042911","Women's or girls' ensembles, of artificial fibres, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62042918","62042918","Women's or girls' ensembles, of artificial fibres (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62042990","62042990","Women's or girls' ensembles of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, ski overalls and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62043100","62043100","Women's or girls' jackets and blazers of wool or fine animal hair (excl. knitted or crocheted, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043210","62043210","Women's or girls' jackets and blazers of cotton, industrial and occupational (excl. knitted or crocheted, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043290","62043290","Women's or girls' jackets and blazers of cotton (excl. knitted or crocheted, industrial and occupational, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043310","62043310","Women's or girls' jackets and blazers of synthetic fibres, industrial and occupational (excl. knitted or crocheted, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043390","62043390","Women's or girls' jackets and blazers of synthetic fibres (excl. knitted or crocheted, industrial and occupational, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043911","62043911","Women's or girls' jackets and blazers of artificial fibres, industrial and occupational (excl. knitted or crocheted, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043919","62043919","Women's or girls' jackets and blazers of artificial fibres (excl. knitted or crocheted, industrial and occupational, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62043990","62043990","Women's or girls' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, wind-jackets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62044100","62044100","Women's or girls' dresses of wool or fine animal hair (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62044200","62044200","Women's or girls' dresses of cotton (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62044300","62044300","Women's or girls' dresses of synthetic fibres (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62044400","62044400","Women's or girls' dresses of artificial fibres (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62044910","62044910","Women's or girls' dresses of textile materials, of silk or silk waste (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62044990","62044990","Women's or girls' dresses of textile materials (excl. of silk or silk waste, wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62045100","62045100","Women's or girls' skirts and divided skirts of wool or fine animal hair (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62045200","62045200","Women's or girls' skirts and divided skirts of cotton (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62045300","62045300","Women's or girls' skirts and divided skirts of synthetic fibres (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62045910","62045910","Women's or girls' skirts and divided skirts of artificial fibres (excl. knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62045990","62045990","Women's or girls' skirts and divided skirts of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and petticoats)"
"l10n_be_intrastat.intrastat_category_2014_62046110","62046110","Women's or girls' trousers and breeches of wool or fine animal hair (excl. knitted or crocheted, panties and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62046185","62046185","Women's or girls' bib and brace overalls and shorts, of wool or fine animal hair (excl. knitted or crocheted, panties and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62046211","62046211","Women's or girls' trousers and breeches of cotton, industrial and occupational (excl. knitted or crocheted and bib and brace overalls)"
"l10n_be_intrastat.intrastat_category_2014_62046231","62046231","Women's or girls' cotton denim trousers and breeches (excl. industrial and occupational, bib and brace overalls and panties)"
"l10n_be_intrastat.intrastat_category_2014_62046233","62046233","Women's or girls' trousers and breeches of cotton cut corduroy (excl. industrial and occupational, bib and brace overalls and panties)"
"l10n_be_intrastat.intrastat_category_2014_62046239","62046239","Women's or girls' trousers and breeches, of cotton (not of cut corduroy, of denim or knitted or crocheted and excl. industrial and occupational clothing, bib and brace overalls, briefs and tracksuit bottoms)"
"l10n_be_intrastat.intrastat_category_2014_62046251","62046251","Women's or girls' bib and brace overalls, of cotton, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62046259","62046259","Women's or girls' cotton bib and brace overalls (excl. knitted or crocheted, industrial and occupational)"
"l10n_be_intrastat.intrastat_category_2014_62046290","62046290","Women's or girls' cotton shorts (excl. knitted or crocheted, panties and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62046311","62046311","Women's or girls' trousers and breeches, of synthetic fibres, industrial and occupational (excl. knitted or crocheted and bib and brace overalls)"
"l10n_be_intrastat.intrastat_category_2014_62046318","62046318","Women's or girls' trousers and breeches, of synthetic fibres (not of cut corduroy, of denim or knitted or crocheted and excl. industrial and occupational clothing, bib and brace overalls, briefs and tracksuit bottoms)"
"l10n_be_intrastat.intrastat_category_2014_62046331","62046331","Women's or girls' bib and brace overalls, of synthetic fibres, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62046339","62046339","Women's or girls' bib and brace overalls, of synthetic fibres (excl. knitted or crocheted, occupational and industrial)"
"l10n_be_intrastat.intrastat_category_2014_62046390","62046390","Women's or girls' shorts of synthetic fibres (excl. knitted or crocheted, panties and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62046911","62046911","Women's or girls' trousers and breeches, of artificial fibres, industrial and occupational (excl. knitted or crocheted, and bib and brace overalls)"
"l10n_be_intrastat.intrastat_category_2014_62046918","62046918","Women's or girls' trousers and breeches, of artificial fibres (not of cut corduroy, of denim or knitted or crocheted and excl. industrial and occupational clothing, bib and brace overalls, briefs and tracksuit bottoms)"
"l10n_be_intrastat.intrastat_category_2014_62046931","62046931","Women's or girls' bib and brace overalls, of artificial fibres, industrial and occupational (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62046939","62046939","Women's or girls' bib and brace overalls of artificial fibres (excl. knitted or crocheted, industrial and occupational)"
"l10n_be_intrastat.intrastat_category_2014_62046950","62046950","Women's or girls' shorts of artificial fibres (excl. knitted or crocheted, panties and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62046990","62046990","Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, panties and swimwear)"
"l10n_be_intrastat.intrastat_category_2014_62052000","62052000","Men's or boys' shirts of cotton (excl. knitted or crocheted, nightshirts, singlets and other vests)"
"l10n_be_intrastat.intrastat_category_2014_62053000","62053000","Men's or boys' shirts of man-made fibres (excl. knitted or crocheted, nightshirts, singlets and other vests)"
"l10n_be_intrastat.intrastat_category_2014_62059010","62059010","Men's or boys' shirts of flax or ramie (excl. knitted or crocheted, nightshirts, singlets and other vests)"
"l10n_be_intrastat.intrastat_category_2014_62059080","62059080","Men's or boys' shirts of textile materials (excl. of cotton or man-made fibres, flax or ramie, knitted or crocheted, nightshirts, singlets and other vests)"
"l10n_be_intrastat.intrastat_category_2014_62061000","62061000","Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excl. knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62062000","62062000","Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excl. knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62063000","62063000","Women's or girls' blouses, shirts and shirt-blouses of cotton (excl. knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62064000","62064000","Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excl. knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62069010","62069010","Women's or girls' blouses, shirts and shirt-blouses of flax or ramie (excl. knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62069090","62069090","Women's or girls' blouses, shirts and shirt-blouses of textile materials (excl. of silk, silk waste, wool, fine animal hair, cotton or man-made fibres, flax or ramie, knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62071100","62071100","Men's or boys' underpants and briefs of cotton (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62071900","62071900","Men's or boys' underpants and briefs of textile materials (excl. cotton and knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62072100","62072100","Men's or boys' nightshirts and pyjamas of cotton (excl. knitted or crocheted, vests, singlets and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62072200","62072200","Men's or boys' nightshirts and pyjamas of man-made fibres (excl. knitted or crocheted, vests, singlets and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62072900","62072900","Men's or boys' nightshirts and pyjamas of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, vests, singlets and underpants)"
"l10n_be_intrastat.intrastat_category_2014_62079100","62079100","Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of cotton (excl. knitted or crocheted, underpants, nightshirts and pyjamas)"
"l10n_be_intrastat.intrastat_category_2014_62079910","62079910","Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of man-made fibres (excl. knitted or crocheted, underpants, nightshirts and pyjamas)"
"l10n_be_intrastat.intrastat_category_2014_62079990","62079990","Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, underpants, nightshirts and pyjamas)"
"l10n_be_intrastat.intrastat_category_2014_62081100","62081100","Women's or girls' slips and petticoats of man-made fibres (excl. knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62081900","62081900","Women's or girls' slips and petticoats of textile materials (excl. man-made fibres, knitted or crocheted and vests)"
"l10n_be_intrastat.intrastat_category_2014_62082100","62082100","Women's or girls' nightdresses and pyjamas of cotton (excl. knitted or crocheted, vests and négligés)"
"l10n_be_intrastat.intrastat_category_2014_62082200","62082200","Women's or girls' nightdresses and pyjamas of man-made fibres (excl. knitted or crocheted, vests and négligés)"
"l10n_be_intrastat.intrastat_category_2014_62082900","62082900","Women's or girls' nightdresses and pyjamas of textile materials (excl. cotton and man-made fibres, knitted or crocheted, vests and négligés)"
"l10n_be_intrastat.intrastat_category_2014_62089100","62089100","Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of cotton (excl. knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62089200","62089200","Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of man-made fibres (excl. knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62089900","62089900","Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)"
"l10n_be_intrastat.intrastat_category_2014_62092000","62092000","Babies' garments and clothing accessories of cotton (excl. knitted or crocheted and hats, napkins and napkin liners [see 9619])"
"l10n_be_intrastat.intrastat_category_2014_62093000","62093000","Babies' garments and clothing accessories of synthetic fibres (excl. knitted or crocheted and hats, napkins and napkin liners [see 9619])"
"l10n_be_intrastat.intrastat_category_2014_62099010","62099010","Babies' garments and clothing accessories of wool or fine animal hair (excl. knitted or crocheted and hats)"
"l10n_be_intrastat.intrastat_category_2014_62099090","62099090","Babies' garments and clothing accessories of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, knitted or crocheted and hats, and napkins and napkin liners [see 9619])"
"l10n_be_intrastat.intrastat_category_2014_62101010","62101010","Garments made up of felt, whether or not impregnated, coated, covered or laminated (excl. babies' garments and clothing accessories)"
