"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_72163299","72163299","I sections of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height > 220 mm (excl. 7216.32.91)"
"l10n_be_intrastat.intrastat_category_2014_72163310","72163310","H sections of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height >= 80 mm but <= 180 mm"
"l10n_be_intrastat.intrastat_category_2014_72163390","72163390","H sections of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height > 180 mm"
"l10n_be_intrastat.intrastat_category_2014_72164010","72164010","L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, of a height of >= 80 mm"
"l10n_be_intrastat.intrastat_category_2014_72164090","72164090","T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, of a height of >= 80 mm"
"l10n_be_intrastat.intrastat_category_2014_72165010","72165010","Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, with a cross-section which is capable of being enclosed in a square the side of which is <= 80 mm (excl. U, I, H, L or T sections)"
"l10n_be_intrastat.intrastat_category_2014_72165091","72165091","Bulb sections ""bulb flat"", only hot-rolled, hot-drawn or hot-extruded"
"l10n_be_intrastat.intrastat_category_2014_72165099","72165099","Profile of iron or non-alloy steel, only hot-rolled, hot-drawn or hot-extruded (other than with a cross-section which is capable of being enclosed in a square the side of which is <= 80 mm, and U-, I-, H-, L- or T-sections and ribbed sections [ribbed steel])"
"l10n_be_intrastat.intrastat_category_2014_72166110","72166110","c, l, u, z, omega or open-ended sections of iron or non-alloy steel, simply cold-formed or cold-finished, obtained from flat-rolled products"
"l10n_be_intrastat.intrastat_category_2014_72166190","72166190","Angles, shapes and sections (other than c, l, u, z, omega or open-ended sections) of iron or non-alloy steel, simply cold-formed or cold-finished, obtained from flat-rolled products"
"l10n_be_intrastat.intrastat_category_2014_72166900","72166900","Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed or cold-finished (excl. profiled sheet)"
"l10n_be_intrastat.intrastat_category_2014_72169110","72169110","Sheets sheets of iron or non-alloy steel, cold-formed or cold finished, profiled ""ribbed"""
"l10n_be_intrastat.intrastat_category_2014_72169180","72169180","Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from flat-rolled products and further worked (excl. profiled sheet)"
"l10n_be_intrastat.intrastat_category_2014_72169900","72169900","Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further worked, or hot-forged, or hot-formed by other means and further worked, n.e.s. (excl. from flat-rolled products)"
"l10n_be_intrastat.intrastat_category_2014_72171010","72171010","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, not plated or coated, whether or not polished, with a maximum cross-sectional dimension of < 0,8 mm"
"l10n_be_intrastat.intrastat_category_2014_72171031","72171031","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, with indentations, ribs, grooves or other deformations produced during the rolling process, not plated or coated, with a maximum cross-sectional dimension of >= 0,8 mm"
"l10n_be_intrastat.intrastat_category_2014_72171039","72171039","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, not plated or coated, with a maximum cross-sectional dimension of >= 0,8 mm (without indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72171050","72171050","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, not plated or coated, whether or not polished (excl. hot-rolled bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72171090","72171090","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, not plated or coated, whether or not polished (excl. hot-rolled bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72172010","72172010","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated with zinc, with a maximum cross-sectional dimension of < 0,8 mm"
"l10n_be_intrastat.intrastat_category_2014_72172030","72172030","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated with zinc, with a maximum cross-sectional dimension of < 0,8 mm (excl. bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72172050","72172050","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, plated or coated with zinc (excl. bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72172090","72172090","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, plated or coated with zinc (excl. bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72173041","72173041","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, copper-coated (excl. bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72173049","72173049","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated with base metals (excl. products plated or coated with zinc or copper and bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72173050","72173050","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, plated or coated with base metals (excl. products plated or coated with zinc, and bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72173090","72173090","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, plated or coated with base metals (excl. products plated or coated with zinc, and bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72179020","72179020","Wire of iron or non-alloy steel, in coils, containing by weight < 0,25% carbon, plated or coated (excl. products plated or coated with base metals and bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72179050","72179050","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,25% but < 0,6% carbon, plated or coated (excl. products plated or coated with with base metals, and bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72179090","72179090","Wire of iron or non-alloy steel, in coils, containing by weight >= 0,6% carbon, plated or coated (excl. products plated or coated with base metals, and bars and rods)"
"l10n_be_intrastat.intrastat_category_2014_72181000","72181000","Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)"
"l10n_be_intrastat.intrastat_category_2014_72189110","72189110","Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section, containing by weight >= 2,5% nickel"
"l10n_be_intrastat.intrastat_category_2014_72189180","72189180","Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section, containing by weight < 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72189911","72189911","Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting"
"l10n_be_intrastat.intrastat_category_2014_72189919","72189919","Semi-finished products of stainless steel, of square cross-section, forged"
"l10n_be_intrastat.intrastat_category_2014_72189920","72189920","Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting"
"l10n_be_intrastat.intrastat_category_2014_72189980","72189980","Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)"
"l10n_be_intrastat.intrastat_category_2014_72191100","72191100","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm"
"l10n_be_intrastat.intrastat_category_2014_72191210","72191210","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight >= 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72191290","72191290","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight < 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72191310","72191310","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm but <= 4,75 mm, containing by weight >= 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72191390","72191390","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm but <= 4,75 mm, containing by weight < 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72191410","72191410","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm, containing by weight >= 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72191490","72191490","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm, containing by weight < 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72192110","72192110","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm, containing by weight >= 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72192190","72192190","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm, containing by weight < 2,5 nickel"
"l10n_be_intrastat.intrastat_category_2014_72192210","72192210","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight >= 2,5% nickel"
"l10n_be_intrastat.intrastat_category_2014_72192290","72192290","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm but <= 10 mm, containing by weight < 2,5% nickel"
"l10n_be_intrastat.intrastat_category_2014_72192300","72192300","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm"
"l10n_be_intrastat.intrastat_category_2014_72192400","72192400","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm"
"l10n_be_intrastat.intrastat_category_2014_72193100","72193100","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm"
"l10n_be_intrastat.intrastat_category_2014_72193210","72193210","Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but <= 4,75 mm, containing by weight >= 2,5% nickel"
