"id","code","name","ncms","ncm_exception","not_in_ncms","piscofins_type","tax_pis_id:id","tax_pis_st_id:id","tax_cofins_id:id","tax_cofins_st_id:id"
"tax_pis_cofins_susp_29","401","Receitas de Fretes e de transporte multimodal, contratadas por pessoa jurídica preponderantemente exportadora, para transporte no mercado interno de produtos com suspensão ou destinados a Exportação",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_30","402","Venda de cana-de-açúcar, classificada na posição 12.12 da Nomenclatura Comum do Mercosul  NCM, efetuada para pessoa jurídica produtora de álcool, inclusive para fins carburantes",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_31","403","Venda de óleo combustível, tipo bunker, MF - Marine Fuel, classificado no código 2710.19.22, óleo combustível, tipo bunker, MGO - Marine Gás Oil, classificado no código 2710.19.21 e óleo combustível, tipo bunker, ODM - Óleo Diesel Marítimo, classificado no código 2710.19.21, quando destinados à navegação de cabotagem e de apoio portuário e marítimo",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_32","404","Acetona classificada no código 2914.11.00 da Tabela de Incidência do Imposto sobre Produtos Industrializados  Tipi, destinada à produção de monoisopropilamina (Mipa) utilizada na elaboração de defensivos agropecuários classificados na posição 38.08 da Tipi",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_33","405","Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi","3915;4707;7001;7204;7404;7503;7602;7802;7902;8002;81019700;81029700;81033000;81042000;81043000;81053000;81060090;81073000;81083000;81093000;81102000;81110090;81121300;81122200;81125200;81129200;81130090",,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_34","406","Venda de produtos à pessoa jurídica sediada no exterior, com contrato de entrega no território nacional, de insumos destinados à industrialização, por conta e ordem da encomendante sediada no exterior, de máquinas e veículos classificados nas posições 87.01 a 87.05 da TIPI",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_35","407","Vendas a empresa sediada no exterior, para entrega em território nacional, de material de embalagem a ser totalmente utilizados no acondicionamento de mercadoria destinada à exportação para o exterior",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_36","408","Venda de máquinas e equipamentos classificados na posição 84.39, utilizados na fabricação de papéis destinados à impressão de jornais ou de papéis, destinados à impressão de periódicos, quando os referidos bens forem adquiridos por pessoa jurídica industrial para incorporação ao seu ativo imobilizado",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_37","901","Doações em espécie recebidas por instituições financeiras públicas controladas pela União e destinadas a ações de prevenção, monitoramento e combate ao desmatamento, inclusive programas de remuneração por serviços ambientais, e de promoção da conservação e do uso sustentável dos biomas brasileiros(Decreto nº 6.565, de 15 de setembro de 2008)",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_38","999","Código genérico  Operações com Suspensão",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_39","314","RECINE - Regime Especial de Tributação para Desenvolvimento da Atividade de Exibição Cinematográfica",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_40","317","RETID - Regime Especial Tributário para a Indústria de Defesa",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_41","318","REIF - Regime Especial de Incentivo ao Desenvolvimento da Infraestrutura da Indústria de Fertilizantes",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_columativo","000","Regime de Incidência Cumulativa PIS 0,65% e Cofins 3,00%",,,,"company","tax_pis_0_65",,"tax_cofins_3",
"tax_pis_cofins_nao_columativo","000","Regime de Incidência Não Cumulativa PIS 1,65% e Cofins 7,60%",,,,"company","tax_pis_1_65",,"tax_cofins_7_6",
"tax_pis_cofins_diferenciado","000","Regime de Incidência Diferenciada",,,,"company","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_simples_nacional","000","Simples Nacional",,,,"company","tax_pis_outros",,"tax_cofins_outros",
